isolate,location,year,treatment,genus,chem,hrs,rep,set,trial,conc,od600,species,tissue
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,3,7,1,1,0.2007,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,1,7,1,10,0.193,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,2,7,1,10,0.1991,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,3,7,1,10,0.1623,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,1,7,1,100,0.2228,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,2,7,1,100,0.1923,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,24,3,7,1,100,0.1937,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,0,1.0769,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,0,1.0652,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,0,1.0579,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,0.01,1.0458,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,0.01,1.0487,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,0.01,1.025,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,0.1,1.0048,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,0.1,1.0579,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,0.1,1.0378,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,0.5,0.6862,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,0.5,0.6616,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,0.5,0.7656,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,1,0.5879,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,1,0.4838,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,1,0.4742,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,10,0.1916,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,10,0.2132,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,10,0.1657,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,1,7,1,100,0.222,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,2,7,1,100,0.1805,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,ethaboxam,48,3,7,1,100,0.284,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,0,1,7,1,0,0.1541,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,0,2,7,1,0,0.1692,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,0,3,7,1,0,0.1736,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,13,1,7,1,0,0.277,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,13,2,7,1,0,0.2561,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,13,3,7,1,0,0.3058,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,20,1,7,1,0,0.3961,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,20,2,7,1,0,0.3734,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,20,3,7,1,0,0.4613,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,24,1,7,1,0,0.5266,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,24,2,7,1,0,0.5107,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,24,3,7,1,0,0.6182,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,38,1,7,1,0,1.0305,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,38,2,7,1,0,1.0291,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,38,3,7,1,0,1.0877,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,48,1,7,1,0,1.0825,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,48,2,7,1,0,1.112,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,48,3,7,1,0,1.1087,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,70,1,7,1,0,0.8423,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,70,2,7,1,0,1.0674,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,gr,70,3,7,1,0,1.0863,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,0,0.5737,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,0,0.5208,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,0,0.5001,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,0.01,0.4496,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,0.01,0.4046,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,0.01,0.4548,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,0.1,0.2623,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,0.1,0.333,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,0.1,0.3535,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,0.5,0.2749,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,0.5,0.2377,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,0.5,0.2573,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,1,0.1935,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,1,0.1938,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,1,0.243,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,10,0.1869,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,10,0.1933,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,10,0.2154,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,1,7,1,100,0.2563,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,2,7,1,100,0.1807,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,24,3,7,1,100,0.2021,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,0,1.0706,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,0,1.0612,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,0,1.0457,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,0.1,1.0589,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,0.1,0.8312,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,0.1,1.0222,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,0.1,0.9148,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,0.1,1.0049,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,0.1,0.9933,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,0.5,0.5451,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,0.5,0.5408,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,0.5,0.5434,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,1,0.346,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,1,0.3626,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,1,0.4115,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,10,0.3826,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,10,0.3666,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,10,0.242,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,1,7,1,100,0.3827,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,2,7,1,100,0.1997,Pythium sp. nov. Clade F,root
VAL1601_111,MI,2016,Cruisermaxx,Pythium,mefenoxam,48,3,7,1,100,0.2165,Pythium sp. nov. Clade F,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,0,0.3521,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,0,0.3364,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,0,0.3263,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,0.01,0.3475,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,0.01,0.3464,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,0.01,0.3517,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,0.1,0.4784,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,0.1,0.3013,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,0.1,0.3503,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,0.5,0.3799,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,0.5,0.4676,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,0.5,0.4117,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,1,0.4672,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,1,0.3632,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,1,0.7266,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,10,0.2498,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,10,0.3079,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,10,0.3219,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,1,3,1,100,0.3074,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,2,3,1,100,0.3079,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,24,3,3,1,100,0.3708,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,0,1.0607,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,0,1.031,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,0,1.0677,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,0.01,1.0751,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,0.01,1.0758,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,0.01,1.0961,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,0.5,1.0736,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,0.5,1.0918,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,0.5,1.0961,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,1,1.0754,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,1,1.0567,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,1,1.157,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,10,0.6212,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,10,0.7246,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,10,0.7799,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,1,3,1,100,0.6301,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,2,3,1,100,0.6539,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,ethaboxam,48,3,3,1,100,0.8452,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,0,1,3,1,0,0.1392,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,0,2,3,1,0,0.1466,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,0,3,3,1,0,0.1764,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,20,1,3,1,0,0.3827,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,20,2,3,1,0,0.2333,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,20,3,3,1,0,0.2966,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,24,1,3,1,0,0.4505,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,24,2,3,1,0,0.2818,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,24,3,3,1,0,0.3525,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,41,1,3,1,0,1.0255,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,41,2,3,1,0,0.7219,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,41,3,3,1,0,0.8547,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,45,1,3,1,0,1.0725,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,45,2,3,1,0,0.8444,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,45,3,3,1,0,0.9772,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,48,1,3,1,0,1.0977,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,48,2,3,1,0,0.9676,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,48,3,3,1,0,1.0551,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,69,1,3,1,0,1.0953,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,69,2,3,1,0,1.0254,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,gr,69,3,3,1,0,1.058,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,0,0.4457,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,0,0.4718,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,0,0.4131,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,0.01,0.5989,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,0.01,0.4497,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,0.01,0.322,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,0.1,0.2372,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,0.1,0.2644,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,0.1,0.2432,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,0.5,0.1889,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,0.5,0.1988,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,0.5,0.2371,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,1,0.2156,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,1,0.2199,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,1,0.2061,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,10,0.1992,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,10,0.2031,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,10,0.1996,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,1,3,1,100,0.1591,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,2,3,1,100,0.2254,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,24,3,3,1,100,0.2266,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,0,1.0572,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,0,1.0663,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,0,1.0358,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,0.01,0.9788,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,0.01,0.9501,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,0.01,0.8096,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,0.1,0.4504,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,0.1,0.3403,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,0.1,0.3705,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,0.5,0.2288,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,0.5,0.2138,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,0.5,0.2401,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,1,0.2238,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,1,0.2228,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,1,0.2153,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,10,0.2044,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,10,0.1927,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,10,0.1994,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,1,3,1,100,0.1654,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,2,3,1,100,0.2136,Pythium rostratifingens,root
VAL1601_112,MI,2016,Intego Suite,Pythium,mefenoxam,48,3,3,1,100,0.2215,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,0,0.452,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,0,0.516,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,0,0.5219,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,0.01,0.6089,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,0.01,0.6152,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,0.01,0.5465,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,0.1,0.5125,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,0.1,0.6637,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,0.1,0.6435,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,0.5,0.5408,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,0.5,0.591,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,0.5,0.5802,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,1,0.6994,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,1,0.589,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,1,0.552,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,10,0.4329,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,10,0.4016,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,10,0.5494,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,1,2,1,100,0.3591,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,2,2,1,100,0.3375,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,24,3,2,1,100,0.4055,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,48,1,2,1,0,1.0009,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,48,2,2,1,0,1.0019,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,48,3,2,1,0,1.0381,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,48,1,2,1,0.01,1.0276,Pythium rostratifingens,root
VAL1601_113,MI,2016,Cruisermaxx,Pythium ,ethaboxam,48,2,2,1,0.01,1.0414,Pythium rostratifingens,root
